Date,Open,High,Low,Close,Adj Close,Volume,mom,rsi,natr,cci,obv,adx,increase
2021/3/26,49.419998,54.732498,40.814999,45.25,45.25,149722800,-20.875,53.15516193,26.34306625,-52.03578233,4568825600,27.87718726,0
2021/3/27,45.1875,48.48,43.377499,45.325001,45.325001,40168800,-9.709999,53.20612552,25.22505472,-55.77065154,4608994400,26.8883532,1
2021/3/28,45.1875,48.48,43.377499,45.325001,45.325001,40168800,-9.709999,53.20612552,25.22505472,-55.77065154,4608994400,26.8883532,1
2021/3/29,45.1875,48.48,43.377499,45.325001,45.325001,40168800,-9.709999,53.20612552,25.22505472,-55.77065154,4608994400,26.8883532,1
2021/3/30,46.875,51.075001,45.5,48.615002,48.615002,68379600,-3.427498,55.49349015,22.68293525,-24.45096645,4677374000,26.17944186,1
2021/3/31,49.375,49.865002,46.7775,47.455002,47.455002,33575200,-4.997497,54.48226424,22.04231352,-18.98971437,4643798800,25.52116704,0
2021/4/1,48.34,49.2425,45.900002,47.862499,47.862499,37337200,-2.575001,54.793905,20.79242549,-6.354887596,4681136000,24.79971103,0
2021/4/2,42.75,48.75,41.202499,46.737499,46.737499,56282000,-3.330002,53.70078701,20.92546849,-30.58062378,4624854000,23.54715667,1
2021/4/3,42.75,48.75,41.202499,46.737499,46.737499,56282000,-3.330002,53.70078701,20.92546849,-30.58062378,4624854000,23.54715667,1
2021/4/4,42.75,48.75,41.202499,46.737499,46.737499,56282000,-3.330002,53.70078701,20.92546849,-30.58062378,4624854000,23.54715667,1
2021/4/5,42.75,48.75,41.202499,46.737499,46.737499,56282000,-3.330002,53.70078701,20.92546849,-30.58062378,4624854000,23.54715667,1
2021/4/6,46.302502,48,45.889999,46.125,46.125,24873200,-2.497501,53.07991434,20.01556781,-3.168356536,4599980800,22.38407048,0
2021/4/7,45.805,46.125,44.0275,44.4925,44.4925,19073200,-0.945,51.37498611,19.60456393,-30.02323374,4580907600,21.06291975,0
2021/4/8,46.470001,46.470001,41.075001,42.564999,42.564999,40189600,12.48,49.35908557,19.93393141,-53.02044793,4540718000,19.65909834,0
2021/4/9,42.424999,42.895,38.25,39.59,39.59,37849600,-6.3475,46.33689918,20.73907736,-101.0166436,4502868400,18.70709193,0
2021/4/10,39.5275,40.974998,33.752499,35.272499,35.272499,66734400,-9.977501,42.29000215,23.0775314,-136.0929848,4436134000,18.35057139,0
2021/4/11,39.5275,40.974998,33.752499,35.272499,35.272499,66734400,-9.977501,42.29000215,23.0775314,-136.0929848,4436134000,18.35057139,0
2021/4/12,39.5275,40.974998,33.752499,35.272499,35.272499,66734400,-9.977501,42.29000215,23.0775314,-136.0929848,4436134000,18.35057139,0
2021/4/13,35.470001,36.345001,33,35.247501,35.247501,27227600,-10.0775,42.26698487,22.12219394,-131.484986,4408906400,18.10584211,0
2021/4/14,35.892502,43.522499,35.75,41.6325,41.6325,84552400,-6.982502,49.78480084,18.81132784,-60.30752459,4493458800,16.84608658,1
2021/4/15,40.75,41.5625,38.200001,39.110001,39.110001,31427200,-8.345001,47.17142826,19.22117747,-69.75132423,4462031600,15.67631358,0
2021/4/16,39,40.049999,37.8125,38.672501,38.672501,20858800,-9.189998,46.71341515,18.46342113,-70.49922374,4441172800,14.64564788,0
2021/4/17,42.950001,43.799999,40.5825,41.092499,41.092499,42080800,-5.645,49.6269408,17.02621573,-14.56336192,4483253600,14.05504673,0
2021/4/18,42.950001,43.799999,40.5825,41.092499,41.092499,42080800,-5.645,49.6269408,17.02621573,-14.56336192,4483253600,14.05504673,0
2021/4/19,42.950001,43.799999,40.5825,41.092499,41.092499,42080800,-5.645,49.6269408,17.02621573,-14.56336192,4483253600,14.05504673,0
2021/4/20,41.035,41.2225,38.34,39.6325,39.6325,18634400,-6.4925,47.92446682,16.91198022,-44.39414444,4464619200,13.1551894,0
2021/4/21,39.599998,40.744999,38.98,39.627499,39.627499,15251200,-4.865001,47.91840289,16.02410457,-35.94170027,4449368000,12.31960759,1
2021/4/22,39.775002,39.775002,36.715,37.7925,37.7925,17383200,-4.772499,45.63662092,16.18034123,-66.67391393,4431984800,11.70801925,0
2021/4/23,37.25,38.415001,36.174999,37.794998,37.794998,16116400,-1.795002,45.64041572,15.44694636,-77.6037648,4448101200,11.22964825,1
2021/4/24,37.744999,43.669998,37.189999,42.232498,42.232498,42128400,6.959999,52.04443208,13.93244079,45.13766937,4490229600,10.97044627,1
2021/4/25,37.744999,43.669998,37.189999,42.232498,42.232498,42128400,6.959999,52.04443208,13.93244079,45.13766937,4490229600,10.97044627,1
2021/4/26,37.744999,43.669998,37.189999,42.232498,42.232498,42128400,6.959999,52.04443208,13.93244079,45.13766937,4490229600,10.97044627,1
2021/4/27,45.887501,47,43.2925,44.442501,44.442501,35730800,9.195,54.89443691,13.06017105,183.3593651,4525960400,11.22970557,0
2021/4/28,43.025002,45.494999,41.5075,44.645,44.645,23155600,3.0125,55.15741038,12.71026438,142.3531676,4549116000,11.12749573,1
2021/4/29,44.139999,45.215,42.6875,44.047501,44.047501,15041200,4.9375,54.15415249,12.37235228,117.7363371,4534074800,11.03258658,0
2021/4/30,43.75,45.950001,43.174999,43.397499,43.397499,17734400,4.724998,53.0242386,12.11742935,102.9879999,4516340400,11.07083565,0
2021/5/1,44.372501,44.372501,39.9025,40.549999,40.549999,21044000,-0.5425,48.2725542,12.82941685,17.47432599,4495296400,10.42127349,0
2021/5/2,44.372501,44.372501,39.9025,40.549999,40.549999,21044000,-0.5425,48.2725542,12.82941685,17.47432599,4495296400,10.42127349,0
2021/5/3,44.372501,44.372501,39.9025,40.549999,40.549999,21044000,-0.5425,48.2725542,12.82941685,17.47432599,4495296400,10.42127349,0
2021/5/4,39.75,40.372501,37.950001,40.182499,40.182499,16030000,0.549999,47.67870538,12.48416048,-50.35741419,4479266400,9.91696949,1
2021/5/5,40.4575,41.375,39.5825,39.869999,39.869999,11221600,0.2425,47.14756147,12.00442891,-26.95641538,4468044800,9.241009408,0
2021/5/6,40.215,41.18,38.900002,40.252499,40.252499,11771200,2.459999,47.91243202,11.44563399,-36.96764783,4479816000,8.757011981,1
2021/5/7,40.0275,41.852501,39.375,40.2775,40.2775,11738400,2.482502,47.96543807,11.06085446,-20.3000979,4491554400,8.153944526,1
2021/5/8,40.327499,40.397499,35.75,35.805,35.805,19226800,-6.427498,40.10317204,12.48089104,-118.0374995,4472327600,8.367394453,0
2021/5/9,40.327499,40.397499,35.75,35.805,35.805,19226800,-6.427498,40.10317204,12.48089104,-118.0374995,4472327600,8.367394453,0
2021/5/10,40.327499,40.397499,35.75,35.805,35.805,19226800,-6.427498,40.10317204,12.48089104,-118.0374995,4472327600,8.367394453,0
2021/5/11,34.25,37.625,34.125,36.73,36.73,18738400,-7.712501,42.21289919,11.97817656,-133.0444435,4491066000,8.881841731,1
2021/5/12,36.424999,37.625,35.557499,36.197498,36.197498,10926000,-8.447502,41.31080818,11.69419741,-115.5346458,4480140000,9.359542775,0
2021/5/13,36.860001,42.487499,36.607498,41.125,41.125,35494000,-2.922501,51.61484809,10.65029794,-19.5205262,4515634000,8.795855528,1
2021/5/14,40,41.6175,39.055,39.98,39.98,17174000,-3.417499,49.44257777,10.6306109,-13.37809596,4498460000,8.272431657,0
2021/5/15,39.962502,45.625,39.75,45.150002,45.150002,29848400,4.600003,58.03139986,9.670389875,95.83221433,4528308400,8.65564567,1
2021/5/16,39.962502,45.625,39.75,45.150002,45.150002,29848400,4.600003,58.03139986,9.670389875,95.83221433,4528308400,8.65564567,1
2021/5/17,39.962502,45.625,39.75,45.150002,45.150002,29848400,4.600003,58.03139986,9.670389875,95.83221433,4528308400,8.65564567,1
2021/5/18,43.634998,47.299999,42.067501,45.1675,45.1675,30954800,4.985001,58.05737074,9.803644196,131.3286463,4559263200,9.336366532,1
2021/5/19,42.997501,44.744999,41.037498,42.2075,42.2075,19303600,2.337501,52.17548342,10.44072988,70.36284806,4539959600,9.683964914,0
2021/5/20,42.697498,43.727501,41.724998,42.622501,42.622501,9912800,2.370002,52.89602494,9.936154687,79.72103633,4549872400,10.00673484,0
2021/5/21,42.75,44.810001,42.5825,44.197498,44.197498,14618800,3.919998,55.62833166,9.257632994,104.4530355,4564491200,10.54825499,1
2021/5/22,43.962502,47.115002,43.337502,45.002499,45.002499,18657200,9.197499,57.00120218,9.042172151,115.6973081,4583148400,11.53951486,1
2021/5/23,43.962502,47.115002,43.337502,45.002499,45.002499,18657200,9.197499,57.00120218,9.042172151,115.6973081,4583148400,11.53951486,1
2021/5/24,43.962502,47.115002,43.337502,45.002499,45.002499,18657200,9.197499,57.00120218,9.042172151,115.6973081,4583148400,11.53951486,1
2021/5/25,45.25,54.2775,45.25,52.357498,52.357498,59550000,15.627498,67.03646022,8.482158783,195.4076889,4642698400,13.63308276,1
2021/5/26,57.25,62.119999,56.387501,60.639999,60.639999,84479600,24.442501,74.30809555,7.95044544,267.4579119,4727178000,16.43894227,1
2021/5/27,57.450001,66,56.75,63.532501,63.532501,62105200,22.407501,76.27633062,8.086406769,208.0513614,4789283200,19.37406958,1
2021/5/28,65.7425,67.199997,55.357498,55.5,55.5,47005600,15.52,62.05822273,10.11968507,130.6708811,4742277600,21.68878972,0
2021/5/29,58.369999,63.744999,56.767502,62.255001,62.255001,38502400,17.104999,67.53825577,9.32323571,114.4286033,4780780000,23.83817271,1
2021/5/30,58.369999,63.744999,56.767502,62.255001,62.255001,38502400,17.104999,67.53825577,9.32323571,114.4286033,4780780000,23.83817271,1
2021/5/31,58.369999,63.744999,56.767502,62.255001,62.255001,38502400,17.104999,67.53825577,9.32323571,114.4286033,4780780000,23.83817271,1
2021/6/1,58.369999,63.744999,56.767502,62.255001,62.255001,38502400,17.104999,67.53825577,9.32323571,114.4286033,4780780000,23.83817271,1
2021/6/2,62.220001,73.5,61.075001,70.559998,70.559998,64076800,25.392498,72.74947281,8.896111495,142.2451816,4844856800,26.62187933,1
2021/6/3,66.427498,68.607498,60.529999,64.544998,64.544998,32000000,22.337498,64.65397805,10.14046137,93.06922102,4812856800,29.04887284,0
2021/6/4,64.004997,66.25,61.442501,62.09,62.09,14550000,19.467499,61.63909815,10.34150733,71.51281226,4798306800,31.30250967,0
2021/6/5,64.5,70.5,63.799999,70.002502,70.002502,24206000,25.805004,66.9830135,9.375536802,94.0065346,4822512800,33.70292504,1
2021/6/6,64.5,70.5,63.799999,70.002502,70.002502,24206000,25.805004,66.9830135,9.375536802,94.0065346,4822512800,33.70292504,1
2021/6/7,64.5,70.5,63.799999,70.002502,70.002502,24206000,25.805004,66.9830135,9.375536802,94.0065346,4822512800,33.70292504,1
2021/6/8,73,86.165001,70.25,75,75,69756400,29.997501,69.8407055,9.665041275,141.8943128,4892269200,36.69057123,1
2021/6/9,75.779999,82,72.877502,75.639999,75.639999,53717200,23.282501,70.1964655,9.760203577,130.007213,4945986400,39.46481412,0
2021/6/10,70.5,72,52.75,55.0975,55.0975,91920800,-5.542499,49.86427727,15.40957025,-13.67044946,4854065600,38.14363153,0
2021/6/11,55.587502,60.282501,51.532501,58.334999,58.334999,62323200,-5.197502,52.21345338,14.58616435,-59.38542604,4916388800,36.74532966,1
2021/6/12,59.125,59.502499,54.799999,57.360001,57.360001,28530400,1.860001,51.4318628,14.36010694,-71.53043857,4887858400,35.44690651,0
2021/6/13,59.125,59.502499,54.799999,57.360001,57.360001,28530400,1.860001,51.4318628,14.36010694,-71.53043857,4887858400,35.44690651,0
2021/6/14,59.125,59.502499,54.799999,57.360001,57.360001,28530400,1.860001,51.4318628,14.36010694,-71.53043857,4887858400,35.44690651,0
2021/6/15,56.59,57.3125,52,55.625,55.625,29207600,-6.630001,49.9976064,14.43858084,-106.4233494,4858650800,33.81544528,0
2021/6/16,53.810001,57.182499,52.25,55.7425,55.7425,22259200,-14.817498,50.09909698,14.01104398,-96.78923302,4880910000,32.300517,1
2021/6/17,56,58.415001,55.369999,55.897499,55.897499,18434400,-8.647499,50.24256947,13.36328412,-69.94918947,4899344400,31.05000302,0
2021/6/18,55.044998,55.872501,53.25,53.455002,53.455002,17281200,-8.634998,47.90517258,13.32952098,-87.74057638,4882063200,29.52557697,0
2021/6/19,54.237499,54.599998,49.25,50.092499,50.092499,20480800,-19.910003,44.81423701,13.97113114,-101.5602271,4861582400,27.46291661,0
2021/6/20,54.237499,54.599998,49.25,50.092499,50.092499,20480800,-19.910003,44.81423701,13.97113114,-101.5602271,4861582400,27.46291661,0
2021/6/21,54.237499,54.599998,49.25,50.092499,50.092499,20480800,-19.910003,44.81423701,13.97113114,-101.5602271,4861582400,27.46291661,0
2021/6/22,54.432499,56.470001,52.2925,55.099998,55.099998,32800800,-19.900002,49.98927528,12.62093064,-61.99287759,4894383200,25.83085799,1
2021/6/23,55.362499,55.642502,53.529999,54.834999,54.834999,14220400,-20.805,49.7235355,12.05124824,-55.54290136,4880162800,24.31537498,0
2021/6/24,55.290001,56.862499,52.900002,53.077499,53.077499,15453200,-2.020001,47.90469917,12.09423185,-53.82435988,4864709600,23.10788362,0
2021/6/25,53.5,53.549999,49.625,52.377499,52.377499,50770800,-5.9575,47.16469186,11.91570889,-76.08656138,4813938800,21.5274323,0
2021/6/26,52.8125,56.112499,52.549999,53.3125,53.3125,19517600,-4.047501,48.31320564,11.37095347,-49.7320721,4833456400,20.36518282,1
2021/6/27,52.8125,56.112499,52.549999,53.3125,53.3125,19517600,-4.047501,48.31320564,11.37095347,-49.7320721,4833456400,20.36518282,1
2021/6/28,52.8125,56.112499,52.549999,53.3125,53.3125,19517600,-4.047501,48.31320564,11.37095347,-49.7320721,4833456400,20.36518282,1
2021/6/29,53.397499,53.805,52.002499,52.720001,52.720001,9920000,-2.904999,47.60698104,10.92162284,-84.4030447,4823536400,19.18059419,0
2021/6/30,52.422501,53.82,51.735001,53.535,53.535,10158400,-2.2075,48.71743576,10.26530504,-68.78891567,4833694800,18.02636089,1
2021/7/1,53.349998,54.2075,50.5,51.09,51.09,10968400,-4.807499,45.59528524,10.50658553,-106.021364,4822726400,16.78134819,0
2021/7/2,51.200001,51.362499,49.125,50.7075,50.7075,10396400,-2.747502,45.10824748,10.14489095,-148.0265684,4812330000,15.91212339,0
2021/7/3,51,51.192501,48.427502,49.889999,49.889999,11072400,-0.2025,44.02583733,9.970487636,-140.9367365,4801257600,15.2521161,0
2021/7/4,51,51.192501,48.427502,49.889999,49.889999,11072400,-0.2025,44.02583733,9.970487636,-140.9367365,4801257600,15.2521161,0
2021/7/5,51,51.192501,48.427502,49.889999,49.889999,11072400,-0.2025,44.02583733,9.970487636,-140.9367365,4801257600,15.2521161,0
2021/7/6,51,51.192501,48.427502,49.889999,49.889999,11072400,-0.2025,44.02583733,9.970487636,-140.9367365,4801257600,15.2521161,0
2021/7/7,49,49.375,44.389999,47.665001,47.665001,16958000,-7.434997,41.13282395,10.51469166,-193.0359926,4784299600,15.43016154,0
2021/7/8,44.9575,48.555,44.875,47.845001,47.845001,11430000,-6.989998,41.46791619,10.2763031,-161.3514889,4795729600,15.59548944,1
2021/7/9,47.720001,48.695,46.6875,47.807499,47.807499,6331600,-5.27,41.41502106,9.849704774,-113.8773,4789398000,15.70907137,1
2021/7/10,47.855,49.4375,46.855,47.3125,47.3125,6545200,-5.064999,40.67747023,9.631729405,-90.59879144,4782852800,15.59351708,0
2021/7/11,47.855,49.4375,46.855,47.3125,47.3125,6545200,-5.064999,40.67747023,9.631729405,-90.59879144,4782852800,15.59351708,0
2021/7/12,47.855,49.4375,46.855,47.3125,47.3125,6545200,-5.064999,40.67747023,9.631729405,-90.59879144,4782852800,15.59351708,0
2021/7/13,46.919998,47.197498,44.75,45.014999,45.014999,9591600,-8.297501,37.35248555,9.806835348,-125.039384,4773261200,15.94400924,0
2021/7/14,45.122501,45.595001,41.267502,41.904999,41.904999,15655200,-10.815002,33.37550946,10.51981682,-158.4698417,4757606000,16.93569229,0
2021/7/15,40,42.997501,39.502499,41.705002,41.705002,17194400,-11.829998,33.13121221,10.41383832,-157.4296319,4740411600,18.1581928,1
